remediation_id,vulnerability_id,asset_id,assigned_to,assigned_date,due_date,completed_date,status,verification_status
REM-000223,VUL-000300,AST-00164,engineer22@example.com,2026-03-26,2026-06-21,,IN_PROGRESS,PENDING
REM-000224,VUL-000301,AST-00165,engineer10@example.com,2026-05-10,2026-05-25,2026-05-23,COMPLETE,UNVERIFIED
REM-000225,VUL-000304,AST-00165,engineer13@example.com,2026-03-30,2026-04-12,2026-05-28,COMPLETE,UNVERIFIED
REM-000226,VUL-000305,AST-00166,engineer19@example.com,2026-03-31,2026-05-29,2026-04-13,COMPLETE,VERIFIED
REM-000227,VUL-000306,AST-00166,engineer8@example.com,2026-03-13,2026-05-10,2026-03-27,COMPLETE,VERIFIED
REM-000228,VUL-000307,AST-00166,engineer11@example.com,2026-03-19,2026-04-16,2026-05-05,COMPLETE,UNVERIFIED
REM-000229,VUL-000308,AST-00166,engineer10@example.com,2026-04-03,2026-04-30,2026-06-12,COMPLETE,VERIFIED
REM-000230,VUL-000310,AST-00167,engineer20@example.com,2026-03-27,2026-06-24,2026-04-10,COMPLETE,VERIFIED
REM-000231,VUL-000311,AST-00167,engineer21@example.com,2026-03-19,2026-06-16,,IN_PROGRESS,PENDING
REM-000232,VUL-000313,AST-00169,engineer19@example.com,2026-05-07,2026-06-03,2026-07-21,COMPLETE,UNVERIFIED
REM-000233,VUL-000314,AST-00169,engineer9@example.com,2026-03-16,2026-06-11,2026-05-23,COMPLETE,UNVERIFIED
REM-000234,VUL-000316,AST-00171,engineer13@example.com,2026-03-18,2026-03-30,2026-05-02,COMPLETE,VERIFIED
REM-000235,VUL-000317,AST-00171,engineer4@example.com,2026-03-25,2026-04-09,2026-04-19,COMPLETE,VERIFIED
REM-000236,VUL-000318,AST-00171,engineer5@example.com,2026-04-15,2026-07-13,2026-04-21,COMPLETE,VERIFIED
REM-000237,VUL-000319,AST-00172,engineer8@example.com,2026-03-31,2026-05-29,2026-05-26,COMPLETE,VERIFIED
REM-000238,VUL-000320,AST-00176,engineer9@example.com,2026-03-25,2026-06-22,2026-06-12,COMPLETE,VERIFIED
REM-000239,VUL-000321,AST-00177,engineer5@example.com,2026-04-10,2026-07-06,,IN_PROGRESS,PENDING
REM-000240,VUL-000322,AST-00177,engineer2@example.com,2026-03-21,2026-04-04,2026-05-29,COMPLETE,VERIFIED
REM-000241,VUL-000324,AST-00177,engineer8@example.com,2026-03-18,2026-06-15,,IN_PROGRESS,PENDING
REM-000242,VUL-000325,AST-00178,engineer23@example.com,2026-04-20,2026-06-16,2026-07-07,COMPLETE,VERIFIED
REM-000243,VUL-000326,AST-00178,engineer2@example.com,2026-04-12,2026-06-09,2026-04-20,COMPLETE,UNVERIFIED
REM-000244,VUL-000327,AST-00178,engineer7@example.com,2026-04-13,2026-05-13,2026-05-16,COMPLETE,VERIFIED
REM-000245,VUL-000330,AST-00180,engineer10@example.com,2026-04-26,2026-07-22,2026-06-28,COMPLETE,VERIFIED
REM-000246,VUL-000331,AST-00181,engineer16@example.com,2026-04-06,2026-04-19,2026-05-24,COMPLETE,VERIFIED
REM-000247,VUL-000332,AST-00181,engineer9@example.com,2026-04-02,2026-05-02,2026-06-09,COMPLETE,UNVERIFIED
REM-000248,VUL-000333,AST-00181,engineer19@example.com,2026-04-20,2026-07-17,2026-06-28,COMPLETE,VERIFIED
REM-000249,VUL-000334,AST-00182,engineer22@example.com,2026-05-01,2026-05-29,2026-07-17,COMPLETE,UNVERIFIED
REM-000250,VUL-000336,AST-00185,engineer21@example.com,2026-03-31,2026-04-12,2026-06-09,COMPLETE,UNVERIFIED
REM-000251,VUL-000337,AST-00186,engineer15@example.com,2026-05-07,2026-06-04,2026-07-11,COMPLETE,VERIFIED
REM-000252,VUL-000338,AST-00186,engineer2@example.com,2026-05-04,2026-07-03,,IN_PROGRESS,PENDING
REM-000253,VUL-000339,AST-00186,engineer11@example.com,2026-03-16,2026-06-12,2026-05-03,COMPLETE,VERIFIED
REM-000254,VUL-000340,AST-00187,engineer13@example.com,2026-03-28,2026-04-26,2026-04-21,COMPLETE,VERIFIED
REM-000255,VUL-000341,AST-00187,engineer21@example.com,2026-05-01,2026-07-27,2026-06-18,COMPLETE,VERIFIED
REM-000256,VUL-000342,AST-00188,engineer20@example.com,2026-04-06,2026-04-19,2026-06-06,COMPLETE,VERIFIED
REM-000257,VUL-000343,AST-00189,engineer8@example.com,2026-05-08,2026-07-04,2026-05-31,COMPLETE,VERIFIED
REM-000258,VUL-000344,AST-00190,engineer12@example.com,2026-03-20,2026-05-19,,IN_PROGRESS,PENDING
REM-000259,VUL-000345,AST-00190,engineer4@example.com,2026-03-16,2026-06-11,2026-03-22,COMPLETE,VERIFIED
REM-000260,VUL-000347,AST-00193,engineer12@example.com,2026-05-02,2026-06-28,2026-07-03,COMPLETE,VERIFIED
REM-000261,VUL-000348,AST-00194,engineer9@example.com,2026-03-30,2026-06-26,2026-06-14,COMPLETE,VERIFIED
REM-000262,VUL-000349,AST-00194,engineer10@example.com,2026-03-13,2026-05-12,2026-05-28,COMPLETE,VERIFIED
REM-000263,VUL-000350,AST-00194,engineer15@example.com,2026-03-25,2026-05-21,2026-05-26,COMPLETE,VERIFIED
REM-000264,VUL-000352,AST-00198,engineer12@example.com,2026-04-11,2026-05-11,,IN_PROGRESS,PENDING
REM-000265,VUL-000353,AST-00198,engineer2@example.com,2026-04-05,2026-05-04,2026-04-17,COMPLETE,VERIFIED
REM-000266,VUL-000354,AST-00198,engineer21@example.com,2026-04-02,2026-04-17,2026-06-12,COMPLETE,VERIFIED
REM-000267,VUL-000355,AST-00199,engineer22@example.com,2026-03-19,2026-04-16,2026-04-29,COMPLETE,UNVERIFIED
REM-000268,VUL-000357,AST-00199,engineer11@example.com,2026-03-21,2026-04-05,,IN_PROGRESS,PENDING
REM-000269,VUL-000358,AST-00200,engineer12@example.com,2026-03-25,2026-05-21,2026-06-06,COMPLETE,VERIFIED
REM-000270,VUL-000359,AST-00200,engineer8@example.com,2026-04-24,2026-07-22,2026-07-10,COMPLETE,VERIFIED
REM-000271,VUL-000360,AST-00201,engineer2@example.com,2026-03-24,2026-04-06,,IN_PROGRESS,PENDING
REM-000272,VUL-000361,AST-00203,engineer21@example.com,2026-04-18,2026-05-03,2026-06-18,COMPLETE,VERIFIED
REM-000273,VUL-000363,AST-00204,engineer6@example.com,2026-04-09,2026-04-23,2026-05-24,COMPLETE,UNVERIFIED
REM-000274,VUL-000364,AST-00204,engineer14@example.com,2026-03-21,2026-06-16,2026-06-08,COMPLETE,VERIFIED
REM-000275,VUL-000365,AST-00205,engineer6@example.com,2026-04-25,2026-07-23,2026-05-21,COMPLETE,UNVERIFIED
REM-000276,VUL-000366,AST-00205,engineer25@example.com,2026-03-19,2026-04-18,2026-04-01,COMPLETE,VERIFIED
REM-000277,VUL-000367,AST-00205,engineer7@example.com,2026-04-02,2026-05-31,2026-04-06,COMPLETE,VERIFIED
REM-000278,VUL-000368,AST-00205,engineer13@example.com,2026-04-12,2026-06-11,2026-06-30,COMPLETE,VERIFIED
REM-000279,VUL-000369,AST-00205,engineer24@example.com,2026-05-03,2026-07-02,2026-06-07,COMPLETE,UNVERIFIED
REM-000280,VUL-000370,AST-00205,engineer2@example.com,2026-04-05,2026-07-04,,IN_PROGRESS,PENDING
REM-000281,VUL-000371,AST-00206,engineer5@example.com,2026-04-09,2026-05-07,2026-05-29,COMPLETE,VERIFIED
REM-000282,VUL-000372,AST-00206,engineer17@example.com,2026-05-04,2026-06-03,2026-06-18,COMPLETE,VERIFIED
REM-000283,VUL-000374,AST-00207,engineer21@example.com,2026-04-21,2026-07-17,2026-07-01,COMPLETE,UNVERIFIED
REM-000284,VUL-000375,AST-00209,engineer19@example.com,2026-04-06,2026-04-19,2026-05-30,COMPLETE,UNVERIFIED
REM-000285,VUL-000376,AST-00209,engineer12@example.com,2026-04-07,2026-04-19,,IN_PROGRESS,PENDING
REM-000286,VUL-000378,AST-00209,engineer11@example.com,2026-04-02,2026-05-02,,IN_PROGRESS,PENDING
REM-000287,VUL-000379,AST-00210,engineer16@example.com,2026-03-14,2026-03-28,2026-03-28,COMPLETE,VERIFIED
REM-000288,VUL-000380,AST-00210,engineer12@example.com,2026-04-29,2026-06-27,2026-05-23,COMPLETE,VERIFIED
REM-000289,VUL-000382,AST-00212,engineer4@example.com,2026-05-13,2026-08-08,2026-05-23,COMPLETE,UNVERIFIED
REM-000290,VUL-000383,AST-00212,engineer7@example.com,2026-03-26,2026-04-23,,IN_PROGRESS,PENDING
REM-000291,VUL-000384,AST-00212,engineer17@example.com,2026-05-08,2026-08-04,2026-05-22,COMPLETE,UNVERIFIED
REM-000292,VUL-000385,AST-00214,engineer10@example.com,2026-05-03,2026-06-02,,IN_PROGRESS,PENDING
REM-000293,VUL-000386,AST-00214,engineer21@example.com,2026-04-28,2026-05-13,2026-06-17,COMPLETE,VERIFIED
REM-000294,VUL-000387,AST-00214,engineer4@example.com,2026-05-04,2026-05-17,2026-05-26,COMPLETE,VERIFIED
REM-000295,VUL-000388,AST-00214,engineer3@example.com,2026-04-08,2026-04-20,,IN_PROGRESS,PENDING
REM-000296,VUL-000389,AST-00215,engineer20@example.com,2026-04-22,2026-06-21,2026-05-17,COMPLETE,UNVERIFIED
REM-000297,VUL-000390,AST-00215,engineer4@example.com,2026-05-11,2026-05-25,2026-06-19,COMPLETE,VERIFIED
REM-000298,VUL-000391,AST-00215,engineer10@example.com,2026-04-27,2026-07-23,,IN_PROGRESS,PENDING
REM-000299,VUL-000392,AST-00215,engineer7@example.com,2026-03-22,2026-04-19,2026-06-05,COMPLETE,UNVERIFIED
REM-000300,VUL-000394,AST-00216,engineer10@example.com,2026-04-15,2026-07-14,2026-05-18,COMPLETE,UNVERIFIED
REM-000301,VUL-000395,AST-00216,engineer5@example.com,2026-04-10,2026-06-08,2026-05-19,COMPLETE,VERIFIED
REM-000302,VUL-000397,AST-00217,engineer3@example.com,2026-03-24,2026-06-21,2026-06-12,COMPLETE,VERIFIED
REM-000303,VUL-000398,AST-00218,engineer10@example.com,2026-04-10,2026-07-06,2026-05-19,COMPLETE,VERIFIED
REM-000304,VUL-000399,AST-00218,engineer6@example.com,2026-05-02,2026-07-31,2026-07-03,COMPLETE,VERIFIED
REM-000305,VUL-000400,AST-00219,engineer12@example.com,2026-04-09,2026-07-05,2026-05-05,COMPLETE,VERIFIED
REM-000306,VUL-000401,AST-00220,engineer6@example.com,2026-04-02,2026-07-01,2026-04-12,COMPLETE,VERIFIED
REM-000307,VUL-000402,AST-00220,engineer3@example.com,2026-03-22,2026-05-18,2026-04-01,COMPLETE,UNVERIFIED
REM-000308,VUL-000403,AST-00220,engineer11@example.com,2026-03-28,2026-04-25,2026-05-05,COMPLETE,VERIFIED
